N,P,K,temperature,humidity,ph,rainfall,label
99,81,49,37.2,66,6.4,148,Cotton
141,82,83,34.9,67,6.7,149,Cotton
85,38,29,36.2,63,6.3,162,Groundnut
82,60,69,24.9,66,6.6,245,Cotton
132,79,41,27.8,85,6.4,228,Rice
94,10,14,37.2,55,5.0,200,Millet
65,26,78,23.3,81,6.1,250,Maize
58,17,10,17.4,41,7.0,288,Rice
78,88,82,18.9,69,5.5,174,Wheat
95,23,100,21.9,80,5.2,121,Soybean
125,37,16,15.6,90,5.8,228,Soybean
93,71,52,18.0,73,5.5,201,Sugarcane
84,82,69,21.9,82,4.6,175,Sugarcane
74,57,22,15.2,44,5.0,127,Wheat
135,95,81,26.9,74,5.4,220,Sugarcane
103,92,45,28.3,61,5.0,275,Sugarcane
61,86,76,36.7,51,8.0,292,Cotton
118,67,91,20.3,55,8.5,271,Sugarcane
60,66,100,34.9,76,7.9,272,Cotton
141,63,26,36.7,37,5.9,288,Millet
112,13,82,27.9,39,6.7,129,Millet
60,15,35,21.0,61,8.1,210,Soybean
76,49,43,30.5,85,6.7,224,Maize
83,42,61,25.8,32,6.4,105,Millet
103,81,10,33.7,48,7.6,143,Millet
123,88,17,25.6,50,5.5,232,Sugarcane
143,97,96,36.1,35,5.4,158,Cotton
50,71,55,28.2,88,6.1,285,Wheat
83,96,100,25.4,48,5.8,240,Sugarcane
74,29,10,33.8,73,6.1,170,Cotton
109,76,40,27.2,71,7.8,111,Soybean
134,85,89,15.3,89,7.4,268,Sugarcane
105,75,89,37.9,54,5.4,106,Cotton
113,78,58,19.1,85,6.2,281,Rice
102,42,28,27.5,81,7.9,168,Wheat
63,30,69,28.5,74,6.3,103,Millet
130,32,39,26.9,33,7.5,255,Millet
146,11,18,32.5,55,7.5,217,Wheat
119,39,57,33.1,55,5.9,139,Maize
89,90,46,38.7,54,6.2,284,Sugarcane
134,80,88,37.1,87,7.3,211,Cotton
69,13,50,27.4,54,4.6,240,Sugarcane
69,58,56,27.2,47,8.1,257,Wheat
126,17,33,17.2,56,7.3,222,Sunflower
93,11,45,23.0,36,8.5,138,Millet
75,10,37,37.1,58,6.9,172,Maize
110,77,25,38.6,38,4.6,279,Sugarcane
81,23,74,33.3,80,6.4,233,Cotton
108,79,73,37.0,44,8.1,132,Cotton
65,19,36,21.8,52,7.0,245,Sugarcane
114,49,10,29.3,56,7.8,292,Rice
58,100,64,20.1,79,8.1,243,Wheat
78,81,54,39.7,44,7.4,143,Millet
124,39,46,16.1,78,6.7,295,Rice
66,16,94,17.0,73,8.2,124,Sugarcane
103,77,74,18.5,90,5.6,135,Maize
117,85,18,24.6,58,5.7,131,Groundnut
98,72,67,20.9,52,6.9,145,Soybean
70,18,92,31.1,90,5.1,168,Cotton
77,24,10,22.9,56,5.0,212,Maize
128,96,28,24.7,49,8.4,216,Sugarcane
145,86,24,33.5,56,4.6,209,Sugarcane
105,95,55,28.2,68,8.0,163,Sugarcane
134,44,47,23.8,67,8.4,153,Barley
116,61,32,26.7,64,7.6,217,Wheat
147,41,48,24.3,55,6.9,238,Rice
109,11,76,23.7,85,8.2,267,Sunflower
52,69,52,39.7,42,6.5,229,Millet
119,34,11,39.8,37,7.6,241,Millet
82,84,53,36.8,70,7.8,217,Sugarcane
130,48,73,35.3,34,5.6,214,Cotton
61,34,11,27.6,82,7.1,170,Cotton
109,63,60,17.5,41,7.4,300,Wheat
145,23,37,16.0,76,7.0,243,Rice
113,20,36,16.5,36,4.6,211,Wheat
81,68,48,39.9,56,4.7,175,Groundnut
150,52,36,39.2,84,7.6,269,Soybean
85,96,41,28.3,52,6.5,101,Sunflower
143,100,20,39.0,56,7.8,253,Sugarcane
97,96,91,28.5,64,5.6,149,Wheat
94,61,52,20.8,32,8.3,202,Sunflower
97,66,69,21.9,37,6.6,112,Soybean
139,96,13,39.1,38,7.4,148,Millet
69,15,64,38.4,34,5.2,169,Cotton
108,99,87,35.4,61,6.2,110,Cotton
66,69,48,26.5,43,8.3,255,Wheat
138,45,77,18.4,40,5.6,274,Sunflower
132,67,57,33.2,89,6.6,172,Rice
99,23,67,32.6,69,6.7,234,Cotton
83,35,80,31.4,76,5.9,116,Cotton
76,55,29,39.7,51,6.4,298,Rice
145,32,78,15.7,31,5.5,201,Barley
118,39,45,33.6,50,6.6,105,Wheat
150,41,37,39.8,86,8.0,265,Sunflower
67,99,19,21.0,30,8.3,296,Wheat
132,20,92,27.1,86,8.1,269,Barley
146,33,73,15.8,34,8.3,198,Soybean
130,80,81,20.1,30,4.7,175,Sugarcane
108,41,82,18.9,76,6.0,243,Rice
97,14,26,25.5,58,8.0,262,Barley
148,96,94,34.5,86,6.1,165,Cotton
76,79,52,28.3,90,8.4,294,Wheat
71,82,98,37.5,74,7.8,154,Cotton
123,15,60,33.4,51,7.3,137,Groundnut
110,93,65,19.9,64,7.6,200,Sugarcane
130,12,81,33.6,86,7.4,296,Cotton
134,66,53,33.9,68,7.8,291,Maize
83,64,49,30.1,55,7.5,217,Millet
62,90,70,23.9,85,4.6,221,Wheat
136,55,46,17.6,50,5.9,257,Sunflower
52,29,32,16.8,36,4.5,225,Sugarcane
74,23,35,34.4,35,6.6,228,Millet
82,46,41,32.0,82,6.9,257,Rice
63,77,10,20.1,79,8.1,240,Wheat
109,67,59,26.6,52,7.2,119,Soybean
68,13,49,36.6,39,5.7,214,Millet
112,67,11,37.8,60,5.1,160,Barley
122,37,55,22.1,49,4.7,229,Millet
93,89,62,36.1,64,4.7,187,Cotton
135,65,21,24.9,63,4.9,285,Millet
88,48,89,19.6,88,7.6,151,Soybean
92,29,98,29.4,69,6.6,149,Millet
74,11,91,22.3,88,6.3,142,Sunflower
138,97,66,37.9,41,7.5,197,Cotton
69,31,48,23.7,34,7.2,277,Wheat
63,57,84,39.4,31,8.2,272,Cotton
146,37,62,22.1,57,4.9,193,Sunflower
80,66,21,22.9,81,5.8,245,Barley
52,12,23,23.6,77,5.0,149,Groundnut
57,25,65,31.9,55,7.7,211,Cotton
99,60,47,32.7,68,5.0,247,Groundnut
117,37,100,28.1,36,7.5,221,Millet
102,26,44,21.3,65,8.3,110,Groundnut
86,96,53,30.1,40,5.0,164,Sugarcane
136,81,90,23.0,54,5.0,224,Sugarcane
118,95,60,29.9,43,7.0,288,Rice
77,100,54,28.5,30,7.0,215,Wheat
91,45,67,28.5,74,7.5,247,Cotton
103,88,35,34.5,82,4.6,154,Sugarcane
91,98,55,29.9,89,5.7,300,Sugarcane
50,92,44,15.7,74,8.1,142,Wheat
78,56,30,18.3,57,6.9,264,Wheat
61,36,15,18.0,53,7.6,275,Rice
79,24,33,34.2,78,6.1,223,Millet
74,31,63,20.6,37,5.7,184,Soybean
124,95,42,17.0,32,8.0,120,Sugarcane
107,37,96,35.5,46,7.3,122,Cotton
100,23,92,29.8,54,7.8,195,Barley
68,77,40,24.5,72,5.2,234,Wheat
104,68,15,27.9,42,6.3,166,Millet
101,67,85,34.1,32,7.7,196,Cotton
98,97,95,34.4,57,7.6,265,Cotton
85,44,96,34.4,50,8.2,290,Cotton
81,74,14,16.5,41,7.9,122,Soybean
114,59,40,32.0,60,8.1,215,Wheat
96,74,90,30.5,56,8.0,163,Cotton
146,31,30,34.4,43,5.6,171,Millet
112,41,28,19.6,31,5.9,234,Wheat
69,46,34,36.9,89,6.5,135,Soybean
128,17,30,27.7,78,6.0,253,Rice
85,56,98,23.9,40,8.4,147,Rice
146,27,50,34.6,40,5.4,182,Millet
84,69,56,19.2,63,7.3,188,Wheat
133,99,25,22.4,81,6.6,133,Sugarcane
65,31,82,38.2,76,5.0,265,Cotton
106,61,97,37.2,57,8.5,191,Cotton
110,89,64,36.2,59,5.6,173,Cotton
70,62,68,21.0,53,6.1,197,Wheat
95,67,10,39.1,61,5.7,243,Groundnut
122,66,83,22.1,83,5.9,109,Rice
74,67,58,16.5,37,6.1,244,Wheat
76,80,34,16.5,65,8.4,144,Wheat
142,82,65,19.6,51,6.8,153,Sugarcane
123,10,78,19.4,73,7.1,284,Barley
90,59,63,27.7,42,6.8,170,Millet
135,67,13,39.9,75,6.3,115,Rice
52,34,87,21.5,46,5.8,250,Sugarcane
67,15,81,29.9,45,5.7,238,Millet
131,65,53,27.7,89,7.5,131,Millet
72,71,36,20.4,84,4.7,247,Wheat
119,26,87,20.5,59,7.9,246,Groundnut
57,37,16,38.5,81,6.5,277,Rice
53,63,60,30.8,47,4.8,155,Millet
104,87,63,19.4,74,5.2,297,Sugarcane
93,52,62,29.5,46,6.3,292,Millet
85,91,90,24.1,86,7.8,123,Groundnut
82,90,54,18.8,89,4.6,181,Sugarcane
133,17,74,33.1,36,6.1,136,Cotton
73,68,88,23.5,83,5.2,187,Wheat
105,83,35,30.6,41,6.9,109,Millet
107,52,24,18.3,35,7.3,193,Maize
109,34,14,36.7,36,6.3,279,Rice
89,78,19,15.8,78,7.5,261,Sugarcane
150,49,76,35.2,86,6.0,204,Rice
82,37,41,17.0,44,6.1,212,Maize
59,49,20,34.7,33,7.1,132,Millet
72,77,65,33.0,74,6.4,137,Cotton
137,30,40,31.3,36,6.4,204,Rice
74,53,11,22.7,34,4.9,196,Wheat
103,100,23,37.4,64,5.0,246,Sugarcane
62,72,48,34.5,46,5.8,126,Millet
112,40,10,17.6,49,7.8,260,Wheat
116,81,34,32.2,71,6.9,271,Rice
97,93,85,27.2,63,8.4,188,Sugarcane
85,90,60,24.9,59,6.4,220,Sugarcane
87,53,30,37.4,49,7.3,267,Millet
81,60,40,24.3,41,5.3,205,Wheat
76,30,39,29.5,65,7.9,163,Millet
84,33,37,16.7,47,6.4,281,Wheat
125,100,88,25.2,34,8.2,132,Millet
91,53,14,22.1,51,6.8,271,Maize
114,47,41,19.3,42,8.0,291,Groundnut
98,61,31,29.7,82,6.4,245,Barley
89,25,52,37.1,47,7.3,289,Millet
141,43,38,25.5,81,5.9,237,Millet
76,59,58,16.7,30,5.7,182,Wheat
54,96,36,28.0,71,5.7,117,Wheat
147,75,47,23.4,84,4.9,141,Cotton
147,84,99,20.0,82,5.4,159,Sugarcane
118,14,71,34.4,69,7.6,205,Cotton
150,19,74,21.1,54,6.4,246,Rice
79,32,78,33.0,51,6.6,170,Cotton
94,43,70,35.6,72,6.8,139,Cotton
98,94,31,27.5,53,5.2,294,Sugarcane
121,26,53,20.9,30,5.8,123,Millet
116,20,64,30.8,50,7.6,262,Cotton
64,94,67,19.1,38,5.3,282,Wheat
139,42,87,16.8,89,5.0,132,Millet
124,71,78,32.9,45,8.2,287,Cotton
149,90,100,18.5,60,5.0,199,Sugarcane
87,38,36,23.7,74,4.5,110,Maize
131,70,36,37.2,77,5.1,185,Cotton
53,14,69,30.5,30,8.1,113,Cotton
109,50,80,21.8,75,4.8,212,Millet
132,20,26,30.0,84,5.6,270,Sunflower
80,78,18,35.0,72,5.8,209,Sugarcane
148,43,57,30.2,34,4.8,243,Millet
55,30,80,34.5,38,5.8,283,Cotton
99,28,81,35.9,88,7.3,289,Cotton
95,11,33,29.5,64,4.8,201,Rice
144,61,63,34.8,38,7.3,296,Cotton
56,51,33,18.1,76,6.9,220,Wheat
107,70,91,30.6,43,7.5,230,Cotton
67,99,99,20.9,74,5.9,232,Wheat
93,38,58,30.7,51,8.1,254,Wheat
100,12,58,31.7,84,8.3,263,Wheat
64,49,31,37.4,77,6.3,252,Maize
111,77,33,38.6,30,4.9,195,Sugarcane
134,26,62,15.4,31,7.5,180,Millet
144,78,97,28.2,62,4.7,220,Sugarcane
106,72,23,27.7,75,5.3,203,Sugarcane
54,92,89,20.2,51,4.6,232,Wheat
111,76,33,20.4,79,6.6,261,Rice
121,69,71,29.1,32,8.3,104,Millet
66,67,89,32.4,62,4.8,163,Cotton
89,31,89,19.7,46,8.4,203,Soybean
140,100,43,31.4,60,6.3,262,Rice
76,47,56,15.7,78,5.2,299,Soybean
69,98,12,20.0,80,5.5,269,Wheat
66,28,81,26.8,50,5.3,137,Wheat
128,66,12,34.7,67,7.7,122,Cotton
100,64,94,16.9,78,6.3,268,Groundnut
84,48,29,30.8,73,7.5,296,Cotton
141,38,45,22.6,39,5.1,106,Groundnut
117,59,36,16.9,71,7.1,215,Maize
54,53,63,16.2,46,7.0,187,Wheat
148,97,92,17.6,43,6.0,164,Sugarcane
116,84,63,28.0,57,5.6,250,Sugarcane
145,97,26,35.1,57,7.0,237,Rice
75,24,57,17.1,56,6.1,224,Rice
59,75,84,17.6,53,6.2,118,Wheat
122,18,95,19.8,90,4.6,134,Rice
102,48,41,17.4,66,8.3,275,Groundnut
114,78,66,28.1,59,6.9,109,Barley
90,70,35,24.6,40,5.0,103,Rice
120,79,34,38.3,71,6.7,192,Sugarcane
141,11,66,28.2,60,5.7,278,Wheat
58,13,80,17.2,80,5.3,297,Rice
144,90,31,30.3,84,4.7,166,Sugarcane
111,83,22,19.0,51,8.2,264,Sugarcane
125,65,68,39.2,49,6.7,230,Rice
73,65,58,30.8,84,5.3,181,Groundnut
52,24,76,31.0,54,5.4,225,Cotton
66,47,12,38.7,47,6.5,208,Millet
147,27,31,32.3,81,5.0,157,Maize
57,27,32,19.6,86,7.5,224,Barley
147,92,93,31.0,80,8.2,133,Cotton
75,85,47,30.7,36,7.0,280,Sugarcane
51,94,53,26.3,86,7.5,136,Wheat
50,100,19,34.1,78,4.5,210,Sugarcane
86,70,56,25.8,85,7.8,183,Rice
125,68,47,35.9,57,8.0,163,Wheat
122,35,11,22.9,76,6.4,239,Rice
74,90,87,22.4,39,7.9,105,Wheat
88,64,11,32.3,75,4.6,147,Rice
149,31,87,15.6,38,5.6,247,Groundnut
136,25,49,24.4,88,4.9,193,Barley
114,18,68,29.7,37,5.1,154,Millet
114,21,69,28.2,68,6.1,171,Soybean
103,19,16,34.6,60,6.3,249,Rice
57,37,34,20.1,60,6.7,296,Cotton
128,37,70,33.8,63,8.4,154,Cotton
130,76,22,21.9,84,6.8,204,Rice
69,26,90,22.1,34,8.0,124,Soybean
88,42,62,32.3,37,4.6,107,Cotton
52,77,89,17.5,64,8.1,149,Wheat
120,97,33,24.5,55,8.4,290,Sugarcane
110,12,35,30.6,32,7.7,182,Millet
69,54,44,37.3,85,5.7,208,Sugarcane
60,92,85,34.6,35,8.1,143,Cotton
87,40,86,19.1,47,6.2,130,Barley
136,60,53,26.4,44,4.6,242,Millet
76,74,17,25.1,40,5.3,104,Wheat
145,26,35,29.1,54,6.4,286,Rice
135,13,49,34.4,72,8.3,273,Sugarcane
84,19,94,35.8,45,6.1,225,Cotton
114,86,16,26.7,90,5.4,113,Groundnut
140,96,53,34.4,80,8.2,299,Sugarcane
90,52,40,35.6,36,5.5,146,Millet
142,86,97,15.8,88,5.7,260,Sugarcane
96,72,31,24.6,64,6.8,180,Sugarcane
63,56,54,25.9,70,8.4,177,Wheat
122,80,47,36.4,53,4.9,110,Groundnut
126,96,28,16.6,42,6.9,244,Rice
136,26,59,39.4,52,6.1,195,Rice
50,82,75,17.2,67,5.3,225,Wheat
111,52,76,26.8,60,5.3,117,Rice
111,77,48,18.6,66,4.7,299,Sugarcane
106,22,67,23.5,86,5.4,188,Maize
57,65,62,18.5,60,6.5,105,Wheat
121,92,87,26.1,67,6.7,187,Sugarcane
86,25,80,35.0,87,7.1,235,Cotton
108,24,56,31.3,83,7.5,119,Rice
74,57,27,25.8,31,6.2,218,Wheat
104,31,23,31.3,64,5.1,209,Groundnut
74,19,98,19.4,79,7.7,248,Maize
118,33,72,19.9,42,8.1,255,Cotton
91,87,36,27.6,52,4.6,299,Sugarcane
137,13,81,36.7,84,5.1,279,Cotton
87,46,23,18.9,59,5.1,167,Maize
128,92,56,27.0,61,5.5,145,Millet
114,81,91,34.6,30,7.3,196,Cotton
68,65,23,34.8,34,6.4,240,Millet
141,85,42,18.6,49,7.0,283,Rice
59,92,40,36.8,75,8.5,161,Sugarcane
71,87,10,16.0,42,6.7,286,Wheat
114,47,46,23.3,34,8.3,257,Barley
55,26,95,30.1,78,6.8,209,Cotton
86,76,32,38.2,49,7.9,123,Millet
57,85,97,22.1,71,7.6,207,Wheat
55,25,57,30.4,87,6.4,299,Sunflower
112,20,81,38.3,37,6.2,172,Cotton
84,84,25,30.6,59,7.8,242,Sugarcane
76,82,92,26.2,77,7.6,253,Wheat
59,37,17,25.5,49,6.9,209,Millet
52,32,30,17.8,74,5.2,194,Sugarcane
91,84,51,37.7,75,6.2,154,Sugarcane
53,82,10,38.9,88,5.3,149,Cotton
85,25,60,23.9,66,7.9,134,Wheat
117,21,86,25.7,44,5.6,228,Millet
57,81,86,21.4,40,4.6,130,Wheat
148,77,20,15.8,39,5.1,198,Sugarcane
102,62,86,24.7,37,4.6,283,Groundnut
70,22,13,22.0,39,5.1,174,Maize
99,75,97,30.3,77,6.9,200,Cotton
53,72,83,39.5,51,4.6,205,Cotton
63,37,47,33.2,36,7.0,182,Millet
62,30,68,19.7,45,4.5,121,Soybean
146,90,33,20.6,30,5.8,208,Sugarcane
91,26,37,31.0,53,7.5,138,Millet
77,57,27,38.6,77,5.6,149,Sugarcane
145,38,73,28.7,69,7.9,244,Sugarcane
124,29,19,30.5,54,6.7,247,Rice
82,29,62,32.7,79,6.8,140,Cotton
134,16,47,38.8,37,5.9,253,Millet
130,48,70,24.0,34,7.9,299,Maize
78,84,19,25.9,32,7.5,218,Wheat
132,89,88,26.4,33,6.9,285,Rice
77,85,26,20.9,43,7.6,139,Wheat
137,92,70,39.8,70,4.8,294,Cotton
78,88,85,16.3,61,8.2,109,Wheat
122,47,93,37.8,65,7.7,286,Cotton
65,68,70,21.6,36,5.8,102,Wheat
147,61,36,32.5,54,5.5,211,Sunflower
94,42,53,16.8,53,6.8,170,Sunflower
104,84,76,30.7,33,4.8,148,Cotton
142,88,100,27.7,33,7.0,289,Rice
137,32,99,25.9,80,6.9,173,Sugarcane
89,17,76,30.3,86,6.0,126,Cotton
140,60,72,15.3,38,7.6,104,Sugarcane
80,81,64,21.3,74,7.8,271,Sugarcane
135,19,48,37.6,34,5.5,256,Millet
127,14,70,32.6,86,5.2,274,Cotton
116,32,66,22.7,69,6.8,194,Maize
144,36,38,36.7,33,6.1,143,Millet
122,56,60,29.6,38,5.8,236,Millet
113,18,18,39.6,64,5.7,190,Millet
147,77,98,37.2,59,6.5,147,Cotton
58,49,31,18.4,54,4.7,230,Sunflower
71,91,41,33.3,40,6.2,284,Sugarcane
135,71,65,17.5,34,7.6,187,Sugarcane
109,25,43,38.8,70,7.1,109,Wheat
113,17,40,38.5,39,8.5,272,Millet
142,83,21,32.9,83,6.2,199,Sugarcane
147,22,69,17.4,80,6.9,197,Sugarcane
117,46,24,26.4,59,6.7,203,Rice
59,17,57,32.7,65,5.8,119,Millet
127,10,87,37.5,77,7.6,295,Cotton
97,22,45,31.7,58,7.5,169,Millet
62,20,81,24.9,54,6.1,252,Cotton
53,25,11,29.5,52,4.6,235,Sugarcane
109,48,41,35.9,69,6.2,158,Millet
145,76,28,22.1,42,8.1,183,Sugarcane
98,68,58,16.7,47,7.2,177,Cotton
54,10,29,32.8,85,5.8,133,Millet
68,81,92,28.5,57,6.7,191,Wheat
81,34,29,28.4,73,7.4,215,Maize
81,66,12,19.5,55,6.5,117,Sunflower
85,14,24,34.7,54,7.0,269,Cotton
124,39,61,22.1,37,6.2,210,Rice
120,64,100,39.7,49,5.6,103,Cotton
52,91,86,35.0,48,7.4,194,Cotton
111,52,93,27.0,76,4.6,149,Soybean
81,74,23,18.2,48,5.8,248,Sugarcane
133,96,27,34.9,89,6.9,229,Rice
94,31,28,23.8,68,8.3,249,Millet
94,75,68,30.6,59,5.0,160,Cotton
79,18,97,15.0,47,5.7,191,Barley
125,85,54,39.0,54,4.8,173,Sugarcane
93,73,16,38.7,77,7.4,300,Sugarcane
146,19,54,20.6,43,5.7,233,Wheat
76,67,99,16.0,44,6.9,100,Wheat
60,33,53,33.4,46,4.7,284,Millet
80,40,54,28.8,34,6.8,230,Millet
99,79,90,20.8,42,7.1,267,Sugarcane
57,96,65,33.8,41,7.8,193,Cotton
89,35,28,20.9,70,6.8,193,Rice
144,26,76,26.6,44,5.5,198,Millet
83,55,67,16.6,84,7.5,124,Barley
83,83,63,37.8,35,5.2,216,Cotton
114,86,40,31.8,54,5.2,281,Sugarcane
72,46,76,17.2,31,5.1,270,Cotton
111,24,13,35.6,77,5.3,277,Groundnut
53,43,55,19.7,73,5.7,138,Sugarcane
105,61,86,21.4,71,6.8,291,Rice
133,88,64,15.8,78,7.6,122,Wheat
116,39,76,16.5,66,6.5,300,Rice
90,11,44,38.4,63,7.3,296,Barley
91,57,26,39.5,70,5.4,177,Soybean
123,58,15,24.3,65,7.9,295,Sugarcane
62,24,56,21.5,80,4.7,278,Barley
58,15,20,25.1,69,5.1,153,Groundnut
79,25,71,33.7,67,6.5,155,Cotton
90,19,22,24.6,61,7.3,189,Millet
145,16,47,24.2,41,5.0,257,Maize
125,91,63,17.6,40,6.9,275,Rice
128,22,74,32.6,67,6.0,295,Rice
120,10,67,27.2,66,4.6,238,Cotton
118,92,67,18.9,67,4.9,136,Barley
92,45,74,34.4,40,8.1,217,Cotton
149,30,95,30.4,89,4.8,167,Cotton
109,20,56,39.7,53,7.1,260,Groundnut
65,48,47,30.5,71,4.8,104,Barley
76,42,10,34.0,42,4.9,117,Millet
92,46,80,23.9,68,7.6,149,Cotton
113,33,30,38.5,46,6.6,285,Rice
62,88,75,25.2,55,5.1,299,Wheat
121,26,20,17.1,88,5.6,271,Cotton
66,89,98,36.1,41,8.1,183,Cotton
96,61,27,38.6,82,8.2,298,Barley
54,35,77,36.2,49,5.8,197,Cotton
140,25,83,26.0,78,4.9,257,Rice
132,37,81,33.6,87,7.9,265,Cotton
116,30,22,38.2,40,7.9,284,Millet
146,47,78,33.2,57,5.6,121,Cotton
66,11,12,19.6,55,6.1,216,Barley
117,19,35,39.9,86,8.4,136,Rice
108,76,10,38.8,78,7.9,173,Sugarcane
99,89,10,22.2,39,6.7,254,Sugarcane
72,25,50,37.6,44,6.7,235,Millet
118,45,50,25.5,59,8.5,210,Sugarcane
150,64,86,26.8,53,6.9,183,Soybean
134,55,19,33.2,58,5.0,104,Rice
111,49,56,22.9,90,6.9,292,Rice
67,77,97,30.6,45,8.0,166,Cotton
107,42,21,24.5,61,7.6,122,Wheat
94,81,32,38.8,75,6.3,173,Sugarcane
81,11,13,26.6,52,7.2,245,Soybean
128,98,57,35.3,78,8.0,297,Sugarcane
117,97,33,39.6,30,5.1,287,Sugarcane
74,59,73,33.0,44,7.3,279,Cotton
64,48,80,26.2,81,7.6,126,Cotton
60,81,21,18.5,35,6.3,286,Wheat
82,98,45,39.2,50,5.4,240,Sugarcane
65,10,91,27.2,62,6.9,144,Sugarcane
84,99,81,36.2,88,6.3,249,Cotton
74,16,39,19.6,40,7.9,208,Soybean
109,27,72,35.9,61,5.3,279,Cotton
128,68,37,30.3,88,6.7,166,Maize
81,97,88,32.9,72,5.1,298,Cotton
87,23,65,36.5,72,7.5,166,Cotton
62,71,33,27.4,53,5.4,223,Wheat
113,65,46,23.5,69,6.7,145,Groundnut
126,83,37,27.1,90,8.3,127,Cotton
126,39,12,19.2,87,4.8,179,Cotton
53,52,91,21.8,90,8.2,119,Wheat
131,28,28,33.9,68,7.2,233,Wheat
73,67,13,32.3,45,8.4,110,Millet
125,13,63,24.0,59,5.7,121,Cotton
73,36,53,15.5,82,7.7,152,Barley
144,69,22,31.5,86,6.3,183,Millet
98,87,34,24.6,78,8.3,163,Sugarcane
79,57,73,37.8,74,7.4,300,Cotton
53,61,64,35.5,43,8.4,241,Cotton
78,74,59,21.0,44,6.1,244,Wheat
71,19,38,26.3,78,5.8,101,Cotton
92,10,94,16.9,55,5.0,262,Rice
56,31,24,38.3,34,4.8,239,Millet
120,93,10,20.3,33,6.9,179,Sugarcane
54,30,48,33.0,89,7.9,249,Wheat
142,22,89,31.0,38,4.9,143,Cotton
86,30,21,35.4,89,5.8,291,Wheat
77,32,70,36.9,38,8.5,126,Cotton
132,24,75,20.5,43,6.7,185,Groundnut
72,62,66,38.1,49,4.6,292,Cotton
95,18,18,28.5,79,7.5,229,Sunflower
74,85,38,19.8,87,5.7,144,Wheat
57,13,82,32.3,74,7.5,261,Cotton
135,36,86,33.8,50,5.3,233,Cotton
107,17,52,29.5,31,5.9,125,Millet
114,76,60,39.3,56,4.8,215,Sugarcane
62,95,86,29.9,81,8.2,162,Wheat
100,32,58,36.1,76,6.4,104,Barley
118,67,71,24.3,56,6.4,175,Wheat
51,58,81,19.7,45,5.8,210,Wheat
128,99,64,17.9,78,5.0,253,Sugarcane
82,49,97,25.0,36,5.9,275,Maize
85,10,22,21.4,63,4.9,145,Soybean
99,75,47,31.8,49,5.8,252,Sugarcane
148,13,92,36.8,63,6.1,130,Cotton
100,63,51,25.5,53,5.7,115,Sugarcane
75,22,95,16.5,82,5.7,172,Sunflower
63,66,78,30.4,84,6.0,123,Cotton
123,54,19,33.9,33,7.6,101,Millet
130,22,46,18.2,90,6.3,282,Rice
85,76,56,23.8,39,5.6,200,Sugarcane
59,20,80,32.3,53,8.4,189,Cotton
106,72,22,26.3,42,7.3,224,Sugarcane
89,56,16,29.9,76,8.2,114,Sugarcane
135,38,32,39.3,88,7.7,187,Sugarcane
105,67,96,38.5,42,8.3,273,Cotton
110,66,73,39.6,56,7.8,256,Cotton
80,47,59,38.0,33,7.1,158,Millet
96,67,85,16.4,31,5.5,157,Soybean
63,81,21,36.1,56,6.9,266,Sugarcane
58,59,70,21.5,55,6.9,168,Wheat
82,37,89,16.3,67,7.8,157,Maize
139,52,100,32.9,40,5.1,112,Cotton
99,44,19,32.2,42,5.7,247,Millet
89,84,41,28.9,40,6.3,132,Millet
89,91,15,21.7,64,6.0,134,Rice
105,73,20,18.3,45,6.2,149,Soybean
71,14,56,16.5,53,6.1,255,Cotton
104,52,13,30.9,32,7.5,183,Millet
115,31,70,32.1,57,6.8,236,Rice
115,56,44,17.1,42,7.8,212,Soybean
107,32,57,16.8,75,6.5,189,Groundnut
105,68,78,25.0,69,6.4,292,Rice
103,34,40,24.5,56,8.3,286,Sugarcane
140,63,62,27.0,77,8.2,204,Soybean
146,39,90,34.6,33,6.6,288,Rice
74,13,83,24.9,83,7.0,180,Wheat
85,45,64,15.4,63,7.1,239,Maize
55,32,26,26.0,86,5.4,173,Groundnut
68,46,66,24.3,80,4.7,299,Soybean
74,65,76,17.0,63,8.5,149,Wheat
92,92,38,27.0,36,6.8,130,Millet
105,94,32,31.6,87,7.2,135,Sugarcane
87,18,50,23.2,69,6.0,246,Wheat
146,68,50,20.9,55,6.7,100,Sunflower
141,35,26,15.4,75,4.7,135,Soybean
97,28,18,25.7,69,5.7,176,Cotton
100,38,74,22.3,89,4.9,151,Rice
125,91,99,33.6,52,7.2,100,Cotton
78,46,47,15.1,51,5.7,137,Soybean
83,17,74,37.0,32,5.9,204,Cotton
79,14,98,35.2,82,6.9,277,Cotton
78,65,59,25.3,71,5.7,178,Wheat
127,34,33,28.2,52,8.0,261,Groundnut
108,12,84,28.1,56,6.9,212,Rice
55,36,18,34.4,73,6.4,255,Millet
90,91,99,30.2,90,6.4,153,Cotton
136,68,65,21.7,89,8.3,113,Soybean
65,30,10,28.0,58,6.5,198,Sunflower
124,46,22,36.6,83,7.6,216,Maize
79,31,48,30.0,44,7.1,157,Millet
54,34,64,22.5,56,6.5,261,Millet
133,39,48,20.5,49,5.7,184,Sunflower
62,22,92,17.4,37,5.4,215,Rice
121,55,10,23.3,56,4.9,188,Millet
96,18,83,22.4,74,5.0,108,Cotton
72,31,33,28.2,59,5.9,158,Wheat
133,17,46,35.0,34,8.4,296,Millet
132,13,58,29.7,67,5.1,291,Soybean
129,29,18,18.2,81,7.5,199,Millet
